n,factorization,omega,f,minimizers,above_sqrt,at_sqrt,equals_n_over_largest_prime
2882,2*11*131,3,22,131 262 393 524 655 786 917 1048 1179 1310 1441,False,False,True
2883,3*31^2,2,3,961,False,False,False
2884,2^2*7*103,3,28,103 206 309 412 515 618 721 824 927 1030 1133 1236 1339 1442,False,False,True
2885,5*577,2,5,577 1154,False,False,True
2886,2*3*13*37,4,26,111,False,False,False
2888,2^3*19^2,2,8,361 722 1083 1444,False,False,False
2889,3^3*107,2,27,107 214 321 428 535 642 749 856 963 1070 1177 1284 1391,False,False,True
2890,2*5*17^2,3,5,578,False,False,False
2891,7^2*59,2,7,413,False,False,False
2892,2^2*3*241,3,12,241 482 723 964 1205 1446,False,False,True
2893,11*263,2,11,263 526 789 1052 1315,False,False,True
2894,2*1447,2,2,1447,False,False,True
2895,3*5*193,3,15,193 386 579 772 965 1158 1351,False,False,True
2896,2^4*181,2,16,181 362 543 724 905 1086 1267 1448,False,False,True
2898,2*3^2*7*23,4,14,621,False,False,False
2899,13*223,2,13,223 446 669 892 1115 1338,False,False,True
2900,2^2*5^2*29,3,20,145 1015,False,False,False
2901,3*967,2,3,967,False,False,True
2902,2*1451,2,2,1451,False,False,True
2904,2^3*3*11^2,3,24,121 242 1331 1452,False,False,False
2905,5*7*83,3,35,83 166 249 332 415 498 581 664 747 830 913 996 1079 1162 1245 1328 1411,False,False,True
2906,2*1453,2,2,1453,False,False,True
2907,3^2*17*19,3,19,306,False,False,False
2908,2^2*727,2,4,727 1454,False,False,True
2910,2*3*5*97,4,10,291,False,False,False
2911,41*71,2,41,71 142 213 284 355 426 497 568 639 710 781 852 923 994 1065 1136 1207 1278 1349 1420,False,False,True
2912,2^5*7*13,3,28,208 520,False,False,False
2913,3*971,2,3,971,False,False,True
2914,2*31*47,3,62,47 94 141 188 235 282 329 376 423 470 517 564 611 658 705,True,False,True
2915,5*11*53,3,55,53 106,True,False,True
2916,2^2*3^6,2,4,729,False,False,False
2918,2*1459,2,2,1459,False,False,True
2919,3*7*139,3,21,139 278 417 556 695 834 973 1112 1251 1390,False,False,True
2920,2^3*5*73,3,5,584,False,False,False
2921,23*127,2,23,127 254 381 508 635 762 889 1016 1143 1270 1397,False,False,True
2922,2*3*487,3,6,487 974 1461,False,False,True
2923,37*79,2,37,79 158 237 316 395 474 553 632 711 790 869 948 1027 1106 1185 1264 1343 1422,False,False,True
2924,2^2*17*43,3,17,516,False,False,False
2925,3^2*5^2*13,3,45,390,False,False,False
2926,2*7*11*19,4,14,1463,False,False,False
2928,2^4*3*61,3,16,732,False,False,False
2929,29*101,2,29,101 202 303 404 505 606 707 808 909 1010 1111 1212 1313 1414,False,False,True
2930,2*5*293,3,10,293 586 879 1172 1465,False,False,True
2931,3*977,2,3,977,False,False,True
2932,2^2*733,2,4,733 1466,False,False,True
2933,7*419,2,7,419 838 1257,False,False,True
2934,2*3^2*163,3,6,1467,False,False,False
2935,5*587,2,5,587 1174,False,False,True
2936,2^3*367,2,8,367 734 1101 1468,False,False,True
2937,3*11*89,3,33,89 178 267 356 445 534 623 712 801 890 979 1068 1157 1246 1335 1424,False,False,True
2938,2*13*113,3,26,113 226 339 452 565 678 791 904 1017 1130 1243 1356 1469,False,False,True
2940,2^2*3*5*7^2,4,30,98 196,False,False,False
2941,17*173,2,17,173 346 519 692 865 1038 1211 1384,False,False,True
2942,2*1471,2,2,1471,False,False,True
2943,3^3*109,2,27,109 218 327 436 545 654 763 872 981 1090 1199 1308 1417,False,False,True
2944,2^7*23,2,8,736,False,False,False
2945,5*19*31,3,31,380 760,False,False,False
2946,2*3*491,3,6,491 982 1473,False,False,True
2947,7*421,2,7,421 842 1263,False,False,True
2948,2^2*11*67,3,4,1474,False,False,False
2949,3*983,2,3,983,False,False,True
2950,2*5^2*59,3,10,295 885 1475,False,False,False
2951,13*227,2,13,227 454 681 908 1135 1362,False,False,True
2952,2^3*3^2*41,3,8,738,False,False,False
2954,2*7*211,3,14,211 422 633 844 1055 1266 1477,False,False,True
2955,3*5*197,3,15,197 394 591 788 985 1182 1379,False,False,True
2956,2^2*739,2,4,739 1478,False,False,True
2958,2*3*17*29,4,87,646,True,False,False
2959,11*269,2,11,269 538 807 1076 1345,False,False,True
2960,2^4*5*37,3,16,185,False,False,False
2961,3^2*7*47,3,63,47 94 141 188 235 282 329 376 423 470 517 564 611 658 705 752,True,False,True
2962,2*1481,2,2,1481,False,False,True
2964,2^2*3*13*19,4,4,741,False,False,False
2965,5*593,2,5,593 1186,False,False,True
2966,2*1483,2,2,1483,False,False,True
2967,3*23*43,3,23,774,False,False,False
2968,2^3*7*53,3,53,392,False,False,False
2970,2*3^3*5*11,4,30,297 1485,False,False,False
2972,2^2*743,2,4,743 1486,False,False,True
2973,3*991,2,3,991,False,False,True
2974,2*1487,2,2,1487,False,False,True
2975,5^2*7*17,3,17,175 350,False,False,False
2976,2^5*3*31,3,93,32 128 160 256 288 384 416 512 544 640 672 768 800 896 928,True,False,False
2977,13*229,2,13,229 458 687 916 1145 1374,False,False,True
2978,2*1489,2,2,1489,False,False,True
2979,3^2*331,2,9,331 662 993 1324,False,False,True
2980,2^2*5*149,3,20,149 298 447 596 745 894 1043 1192 1341 1490,False,False,True
2981,11*271,2,11,271 542 813 1084 1355,False,False,True
2982,2*3*7*71,4,6,497,False,False,False
2983,19*157,2,19,157 314 471 628 785 942 1099 1256 1413,False,False,True
2984,2^3*373,2,8,373 746 1119 1492,False,False,True
2985,3*5*199,3,15,199 398 597 796 995 1194 1393,False,False,True
2986,2*1493,2,2,1493,False,False,True
2987,29*103,2,29,103 206 309 412 515 618 721 824 927 1030 1133 1236 1339 1442,False,False,True
2988,2^2*3^2*83,3,4,747,False,False,False
2989,7^2*61,2,7,427,False,False,False
2990,2*5*13*23,4,10,598,False,False,False
2991,3*997,2,3,997,False,False,True
2992,2^4*11*17,3,16,1496,False,False,False
2993,41*73,2,41,73 146 219 292 365 438 511 584 657 730 803 876 949 1022 1095 1168 1241 1314 1387 1460,False,False,True
2994,2*3*499,3,6,499 998 1497,False,False,True
2995,5*599,2,5,599 1198,False,False,True
2996,2^2*7*107,3,14,428 642 1284,False,False,False
2997,3^4*37,2,37,81 729 810,False,False,False
2998,2*1499,2,2,1499,False,False,True
3000,2^3*3*5^3,3,15,400 800,False,False,False
3002,2*19*79,3,2,1501,False,False,False
3003,3*7*11*13,4,21,286,False,False,False
3004,2^2*751,2,4,751 1502,False,False,True
3005,5*601,2,5,601 1202,False,False,True
3006,2*3^2*167,3,9,668,False,False,False
3007,31*97,2,31,97 194 291 388 485 582 679 776 873 970 1067 1164 1261 1358 1455,False,False,True
3008,2^6*47,2,16,188 376 564 752,False,False,False
3009,3*17*59,3,51,59 118 177 236 295 354 413 472 531 590 649 708 767 826 885 944 1003 1062 1121 1180 1239 1298 1357 1416 1475,False,False,True
3010,2*5*7*43,4,10,602,False,False,False
3012,2^2*3*251,3,12,251 502 753 1004 1255 1506,False,False,True
3013,23*131,2,23,131 262 393 524 655 786 917 1048 1179 1310 1441,False,False,True
3014,2*11*137,3,2,1507,False,False,False
3015,3^2*5*67,3,9,1005,False,False,False
3016,2^3*13*29,3,8,377,False,False,False
3017,7*431,2,7,431 862 1293,False,False,True
3018,2*3*503,3,6,503 1006 1509,False,False,True
3020,2^2*5*151,3,4,755 1510,False,False,False
3021,3*19*53,3,53,741,False,False,False
3022,2*1511,2,2,1511,False,False,True
3024,2^4*3^3*7,3,27,448,False,False,False
3025,5^2*11^2,2,11,275 1375,False,False,False
3026,2*17*89,3,2,1513,False,False,False
3027,3*1009,2,3,1009,False,False,True
3028,2^2*757,2,4,757 1514,False,False,True
3029,13*233,2,13,233 466 699 932 1165 1398,False,False,True
3030,2*3*5*101,4,6,505,False,False,False
3031,7*433,2,7,433 866 1299,False,False,True
3032,2^3*379,2,8,379 758 1137 1516,False,False,True
3033,3^2*337,2,9,337 674 1011 1348,False,False,True
3034,2*37*41,3,37,82 328 410 656 984,False,False,False
3035,5*607,2,5,607 1214,False,False,True
3036,2^2*3*11*23,4,12,253,False,False,False
3038,2*7^2*31,3,31,196 392 588,False,False,False
3039,3*1013,2,3,1013,False,False,True
3040,2^5*5*19,3,10,1216,False,False,False
3042,2*3^2*13^2,3,18,169 338 507 676 845,False,False,False
3043,17*179,2,17,179 358 537 716 895 1074 1253 1432,False,False,True
3044,2^2*761,2,4,761 1522,False,False,True
3045,3*5*7*29,4,15,203,False,False,False
3046,2*1523,2,2,1523,False,False,True
3047,11*277,2,11,277 554 831 1108 1385,False,False,True
3048,2^3*3*127,3,8,762,False,False,False
3050,2*5^2*61,3,2,1525,False,False,False
3051,3^3*113,2,27,113 226 339 452 565 678 791 904 1017 1130 1243 1356 1469,False,False,True
3052,2^2*7*109,3,7,872,False,False,False
3053,43*71,2,43,71 142 213 284 355 426 497 568 639 710 781 852 923 994 1065 1136 1207 1278 1349 1420 1491,False,False,True
3054,2*3*509,3,6,509 1018 1527,False,False,True
3055,5*13*47,3,65,47 94 141 188 235 282 329 376 423 470 517 564 611 658 705 752 799 846,True,False,True
3056,2^4*191,2,16,191 382 573 764 955 1146 1337 1528,False,False,True
3057,3*1019,2,3,1019,False,False,True
3058,2*11*139,3,11,834,False,False,False
3059,7*19*23,3,7,874,False,False,False
3060,2^2*3^2*5*17,4,18,680,False,False,False
3062,2*1531,2,2,1531,False,False,True
3063,3*1021,2,3,1021,False,False,True
3064,2^3*383,2,8,383 766 1149 1532,False,False,True
3065,5*613,2,5,613 1226,False,False,True
3066,2*3*7*73,4,6,511,False,False,False
3068,2^2*13*59,3,13,236 472 708 944,False,False,False
3069,3^2*11*31,3,33,93,False,False,False
3070,2*5*307,3,2,1535,False,False,False
3071,37*83,2,37,83 166 249 332 415 498 581 664 747 830 913 996 1079 1162 1245 1328 1411 1494,False,False,True
3072,2^10*3,2,3,1024,False,False,False
3073,7*439,2,7,439 878 1317,False,False,True
3074,2*29*53,3,58,53 106 159 212 265,True,False,True
3075,3*5^2*41,3,3,1025,False,False,False
3076,2^2*769,2,4,769 1538,False,False,True
3077,17*181,2,17,181 362 543 724 905 1086 1267 1448,False,False,True
3078,2*3^4*19,3,6,1539,False,False,False
3080,2^3*5*7*11,4,40,154 385,False,False,False
3081,3*13*79,3,39,79 158 237 316 395 474 553 632 711 790 869 948 1027 1106 1185 1264 1343 1422 1501,False,False,True
3082,2*23*67,3,46,67 134 201 268 335 402 469 536 603 670 737 804 871 938 1005 1072 1139 1206 1273 1340 1407 1474 1541,False,False,True
3084,2^2*3*257,3,3,1028,False,False,False
3085,5*617,2,5,617 1234,False,False,True
3086,2*1543,2,2,1543,False,False,True
3087,3^2*7^3,2,9,343 686,False,False,False
3088,2^4*193,2,8,1544,False,False,False
3090,2*3*5*103,4,6,515 1030,False,False,False
3091,11*281,2,11,281 562 843 1124 1405,False,False,True
3092,2^2*773,2,4,773 1546,False,False,True
3093,3*1031,2,3,1031,False,False,True
3094,2*7*13*17,4,14,884,False,False,False
3095,5*619,2,5,619 1238,False,False,True
3096,2^3*3^2*43,3,9,1032,False,False,False
3097,19*163,2,19,163 326 489 652 815 978 1141 1304 1467,False,False,True
3098,2*1549,2,2,1549,False,False,True
3099,3*1033,2,3,1033,False,False,True
3100,2^2*5^2*31,3,20,155 1085,False,False,False
3101,7*443,2,7,443 886 1329,False,False,True
3102,2*3*11*47,4,66,47 94 141 188 235 282 329 376 423 470 517 564 611 658 705 752 799 846 893,True,False,True
3103,29*107,2,29,107 214 321 428 535 642 749 856 963 1070 1177 1284 1391 1498,False,False,True
3104,2^5*97,2,8,1552,False,False,False
3105,3^3*5*23,3,15,828,False,False,False
3106,2*1553,2,2,1553,False,False,True
3107,13*239,2,13,239 478 717 956 1195 1434,False,False,True
3108,2^2*3*7*37,4,28,111,False,False,False
3110,2*5*311,3,2,1555,False,False,False
3111,3*17*61,3,3,1037,False,False,False
3112,2^3*389,2,8,389 778 1167 1556,False,False,True
3113,11*283,2,11,283 566 849 1132 1415,False,False,True
3114,2*3^2*173,3,18,173 346 519 692 865 1038 1211 1384 1557,False,False,True
3115,5*7*89,3,7,890 1335,False,False,False
3116,2^2*19*41,3,4,779,False,False,False
3117,3*1039,2,3,1039,False,False,True
3118,2*1559,2,2,1559,False,False,True
3120,2^4*3*5*13,4,12,520,False,False,False
3122,2*7*223,3,14,223 446 669 892 1115 1338 1561,False,False,True
3123,3^2*347,2,9,347 694 1041 1388,False,False,True
3124,2^2*11*71,3,44,71 142 213 284 355 426 497 568 639 710 781 852 923 994 1065 1136 1207 1278 1349 1420 1491 1562,False,False,True
3125,5^5,1,5,625 1250,False,False,False
3126,2*3*521,3,3,1042,False,False,False
3127,53*59,2,53,59 118 177 236 295 354 413 472 531 590 649 708 767 826 885 944 1003 1062 1121 1180 1239 1298 1357 1416 1475 1534,False,False,True
3128,2^3*17*23,3,8,391 782 1173,False,False,False
3129,3*7*149,3,7,894,False,False,False
3130,2*5*313,3,10,313 626 939 1252 1565,False,False,True
3131,31*101,2,31,101 202 303 404 505 606 707 808 909 1010 1111 1212 1313 1414 1515,False,False,True
3132,2^2*3^3*29,3,27,1044,False,False,False
3133,13*241,2,13,241 482 723 964 1205 1446,False,False,True
3134,2*1567,2,2,1567,False,False,True
3135,3*5*11*19,4,15,209 418 1463,False,False,False
3136,2^6*7^2,2,49,64 1024 1088,False,False,False
3138,2*3*523,3,6,523 1046 1569,False,False,True
3139,43*73,2,43,73 146 219 292 365 438 511 584 657 730 803 876 949 1022 1095 1168 1241 1314 1387 1460 1533,False,False,True
3140,2^2*5*157,3,20,157 314 471 628 785 942 1099 1256 1413 1570,False,False,True
3141,3^2*349,2,9,349 698 1047 1396,False,False,True
3142,2*1571,2,2,1571,False,False,True
3143,7*449,2,7,449 898 1347,False,False,True
3144,2^3*3*131,3,8,786,False,False,False
3145,5*17*37,3,85,37 74 111 148 185 222 259 296 333 370 407 1369 1406 1443 1480 1517 1554,True,False,True
3146,2*11^2*13,3,22,429,False,False,False
3147,3*1049,2,3,1049,False,False,True
3148,2^2*787,2,4,787 1574,False,False,True
3149,47*67,2,47,67 134 201 268 335 402 469 536 603 670 737 804 871 938 1005 1072 1139 1206 1273 1340 1407 1474 1541,False,False,True
3150,2*3^2*5^2*7,4,50,63,False,False,False
3151,23*137,2,23,137 274 411 548 685 822 959 1096 1233 1370 1507,False,False,True
3152,2^4*197,2,16,197 394 591 788 985 1182 1379 1576,False,False,True
3153,3*1051,2,3,1051,False,False,True
3154,2*19*83,3,2,1577,False,False,False
3155,5*631,2,5,631 1262,False,False,True
3156,2^2*3*263,3,4,789,False,False,False
3157,7*11*41,3,77,41 82 123 164 205 246 287 328 369 410 451 492 533 574 615 656 697 738 779 820 861 902 943 984 1025 1066 1107 1148 1189 1230 1271 1312 1353 1394 1435 1476,True,False,True
3158,2*1579,2,2,1579,False,False,True
3159,3^5*13,2,13,243 729 972,False,False,False
3160,2^3*5*79,3,20,1106,False,False,False
3161,29*109,2,29,109 218 327 436 545 654 763 872 981 1090 1199 1308 1417 1526,False,False,True
3162,2*3*17*31,4,6,1054,False,False,False
3164,2^2*7*113,3,28,113 226 339 452 565 678 791 904 1017 1130 1243 1356 1469 1582,False,False,True
3165,3*5*211,3,15,211 422 633 844 1055 1266 1477,False,False,True
3166,2*1583,2,2,1583,False,False,True
3168,2^5*3^2*11,3,96,495,True,False,False
3170,2*5*317,3,10,317 634 951 1268 1585,False,False,True
3171,3*7*151,3,21,151 302 453 604 755 906 1057 1208 1359 1510,False,False,True
3172,2^2*13*61,3,4,793,False,False,False
3173,19*167,2,19,167 334 501 668 835 1002 1169 1336 1503,False,False,True
3174,2*3*23^2,3,3,1058,False,False,False
3175,5^2*127,2,25,127 254 381 508 635 762 889 1016 1143 1270 1397 1524,False,False,True
3176,2^3*397,2,8,397 794 1191 1588,False,False,True
3177,3^2*353,2,9,353 706 1059 1412,False,False,True
3178,2*7*227,3,14,227 454 681 908 1135 1362 1589,False,False,True
3179,11*17^2,2,11,289 578 867 1156 1445,False,False,False
3180,2^2*3*5*53,4,30,106,False,False,False
3182,2*37*43,3,37,1032,False,False,False
3183,3*1061,2,3,1061,False,False,True
3184,2^4*199,2,16,199 398 597 796 995 1194 1393 1592,False,False,True
3185,5*7^2*13,3,35,91 364 637 728,False,False,False
3186,2*3^3*59,3,54,59 118 177 236 295 354 413 472 531 590 649 708 767 826 885 944 1003 1062 1121 1180 1239 1298 1357 1416 1475 1534 1593,False,False,True
3188,2^2*797,2,4,797 1594,False,False,True
3189,3*1063,2,3,1063,False,False,True
3190,2*5*11*29,4,55,116 1044,False,False,False
3192,2^3*3*7*19,4,24,399,False,False,False
3193,31*103,2,31,103 206 309 412 515 618 721 824 927 1030 1133 1236 1339 1442 1545,False,False,True
3194,2*1597,2,2,1597,False,False,True
3195,3^2*5*71,3,45,71 142 213 284 355 426 497 568 639 710 781 852 923 994 1065 1136 1207 1278 1349 1420 1491 1562,False,False,True
3196,2^2*17*47,3,34,564,False,False,False
3197,23*139,2,23,139 278 417 556 695 834 973 1112 1251 1390 1529,False,False,True
3198,2*3*13*41,4,6,533,False,False,False
3199,7*457,2,7,457 914 1371,False,False,True
3200,2^7*5^2,2,25,128 1024 1152,False,False,False
3201,3*11*97,3,33,97 194 291 388 485 582 679 776 873 970 1067 1164 1261 1358 1455 1552,False,False,True
3202,2*1601,2,2,1601,False,False,True
3204,2^2*3^2*89,3,36,89 178 267 356 445 534 623 712 801 890 979 1068 1157 1246 1335 1424 1513 1602,False,False,True
3205,5*641,2,5,641 1282,False,False,True
3206,2*7*229,3,14,229 458 687 916 1145 1374 1603,False,False,True
3207,3*1069,2,3,1069,False,False,True
3208,2^3*401,2,8,401 802 1203 1604,False,False,True
3210,2*3*5*107,4,30,107 214 321 428 535 642 749 856 963 1070 1177 1284 1391 1498 1605,False,False,True
3211,13^2*19,2,13,247 494 741 988,False,False,False
3212,2^2*11*73,3,4,1606,False,False,False
3213,3^3*7*17,3,17,756,False,False,False
3214,2*1607,2,2,1607,False,False,True
3215,5*643,2,5,643 1286,False,False,True
3216,2^4*3*67,3,12,1072,False,False,False
3218,2*1609,2,2,1609,False,False,True
3219,3*29*37,3,87,37 74 111 148 185 222 259 296 333 370 407 444 481 1369 1406 1443 1480 1517 1554 1591,True,False,True
3220,2^2*5*7*23,4,70,1104,True,False,False
3222,2*3^2*179,3,18,179 358 537 716 895 1074 1253 1432 1611,False,False,True
3223,11*293,2,11,293 586 879 1172 1465,False,False,True
3224,2^3*13*31,3,62,520,True,False,False
3225,3*5^2*43,3,75,43 86 129 172 215 258 301 344 387 430 473 516 559 602 645 688 731 774 817 860 903 946 989 1032 1075 1118 1161 1204 1247 1290 1333 1376,True,False,True
3226,2*1613,2,2,1613,False,False,True
3227,7*461,2,7,461 922 1383,False,False,True
3228,2^2*3*269,3,12,269 538 807 1076 1345 1614,False,False,True
3230,2*5*17*19,4,10,323,False,False,False
3231,3^2*359,2,9,359 718 1077 1436,False,False,True
3232,2^5*101,2,16,1616,False,False,False
3233,53*61,2,53,61 122 183 244 305 366 427 488 549 610 671 732 793 854 915 976 1037 1098 1159 1220 1281 1342 1403 1464 1525 1586,False,False,True
3234,2*3*7^2*11,4,42,77 385 539,False,False,False
3235,5*647,2,5,647 1294,False,False,True
3236,2^2*809,2,4,809 1618,False,False,True
3237,3*13*83,3,13,249 747 996,False,False,False
3238,2*1619,2,2,1619,False,False,True
3239,41*79,2,41,79 158 237 316 395 474 553 632 711 790 869 948 1027 1106 1185 1264 1343 1422 1501 1580,False,False,True
3240,2^3*3^4*5,3,40,81 243 324 729 810 972 1053,False,False,False
3241,7*463,2,7,463 926 1389,False,False,True
3242,2*1621,2,2,1621,False,False,True
3243,3*23*47,3,69,47 94 141 188 235 282 329 376 423 470 517 564 611 658 705 752 799 846 893 940 987 1034,True,False,True
3244,2^2*811,2,4,811 1622,False,False,True
3245,5*11*59,3,55,59 118 177 236 295 354 413 472 531 590 649 708 767 826 885 944 1003 1062 1121 1180 1239 1298 1357 1416 1475 1534 1593,False,False,True
3246,2*3*541,3,6,541 1082 1623,False,False,True
3247,17*191,2,17,191 382 573 764 955 1146 1337 1528,False,False,True
3248,2^4*7*29,3,14,1160,False,False,False
3249,3^2*19^2,2,9,361 722 1083 1444,False,False,False
3250,2*5^3*13,3,26,125,False,False,False
3252,2^2*3*271,3,4,813,False,False,False
3254,2*1627,2,2,1627,False,False,True
3255,3*5*7*31,4,35,93,False,False,False
3256,2^3*11*37,3,8,407 1628,False,False,False
3258,2*3^2*181,3,18,181 362 543 724 905 1086 1267 1448 1629,False,False,True
3260,2^2*5*163,3,10,652,False,False,False
3261,3*1087,2,3,1087,False,False,True
3262,2*7*233,3,14,233 466 699 932 1165 1398 1631,False,False,True
3263,13*251,2,13,251 502 753 1004 1255 1506,False,False,True
3264,2^6*3*17,3,34,1056,False,False,False
3265,5*653,2,5,653 1306,False,False,True
3266,2*23*71,3,2,1633,False,False,False
3267,3^3*11^2,2,27,121 242 363 484 605 1331 1452 1573,False,False,False
3268,2^2*19*43,3,38,516,False,False,False
3269,7*467,2,7,467 934 1401,False,False,True
3270,2*3*5*109,4,10,327,False,False,False
3272,2^3*409,2,8,409 818 1227 1636,False,False,True
3273,3*1091,2,3,1091,False,False,True
3274,2*1637,2,2,1637,False,False,True
3275,5^2*131,2,25,131 262 393 524 655 786 917 1048 1179 1310 1441 1572,False,False,True
3276,2^2*3^2*7*13,4,28,351 1053,False,False,False
3277,29*113,2,29,113 226 339 452 565 678 791 904 1017 1130 1243 1356 1469 1582,False,False,True
3278,2*11*149,3,22,149 298 447 596 745 894 1043 1192 1341 1490 1639,False,False,True
3279,3*1093,2,3,1093,False,False,True
3280,2^4*5*41,3,10,656,False,False,False
3281,17*193,2,17,193 386 579 772 965 1158 1351 1544,False,False,True
3282,2*3*547,3,6,547 1094 1641,False,False,True
3283,7^2*67,2,7,469,False,False,False
3284,2^2*821,2,4,821 1642,False,False,True
3285,3^2*5*73,3,15,1095,False,False,False
3286,2*31*53,3,31,212,False,False,False
3287,19*173,2,19,173 346 519 692 865 1038 1211 1384 1557,False,False,True
3288,2^3*3*137,3,3,1096,False,False,False
3289,11*13*23,3,143,23 46 69 92 115 529 552 575 598 621 644 1058 1081 1104 1127 1150 1173 1587 1610 1633,True,False,True
3290,2*5*7*47,4,35,1034,False,False,False
3291,3*1097,2,3,1097,False,False,True
3292,2^2*823,2,4,823 1646,False,False,True
3293,37*89,2,37,89 178 267 356 445 534 623 712 801 890 979 1068 1157 1246 1335 1424 1513 1602,False,False,True
3294,2*3^3*61,3,3,1098,False,False,False
3295,5*659,2,5,659 1318,False,False,True
3296,2^5*103,2,8,1236,False,False,False
3297,3*7*157,3,21,157 314 471 628 785 942 1099 1256 1413 1570,False,False,True
3298,2*17*97,3,17,194,False,False,False
3300,2^2*3*5^2*11,4,75,132,True,False,False
3302,2*13*127,3,26,127 254 381 508 635 762 889 1016 1143 1270 1397 1524 1651,False,False,True
3303,3^2*367,2,9,367 734 1101 1468,False,False,True
3304,2^3*7*59,3,8,413,False,False,False
3305,5*661,2,5,661 1322,False,False,True
3306,2*3*19*29,4,6,1102,False,False,False
3308,2^2*827,2,4,827 1654,False,False,True
3309,3*1103,2,3,1103,False,False,True
3310,2*5*331,3,10,331 662 993 1324 1655,False,False,True
3311,7*11*43,3,11,903,False,False,False
3312,2^4*3^2*23,3,9,1104,False,False,False
3314,2*1657,2,2,1657,False,False,True
3315,3*5*13*17,4,15,884,False,False,False
3316,2^2*829,2,4,829 1658,False,False,True
3317,31*107,2,31,107 214 321 428 535 642 749 856 963 1070 1177 1284 1391 1498 1605,False,False,True
3318,2*3*7*79,4,6,553,False,False,False
3320,2^3*5*83,3,10,664,False,False,False
3321,3^4*41,2,3,1107,False,False,False
3322,2*11*151,3,11,1208,False,False,False
3324,2^2*3*277,3,3,1108,False,False,False
3325,5^2*7*19,3,19,175,False,False,False
3326,2*1663,2,2,1663,False,False,True
3327,3*1109,2,3,1109,False,False,True
3328,2^8*13,2,13,256 1024 1280,False,False,False
3330,2*3^2*5*37,4,10,333,False,False,False
3332,2^2*7^2*17,3,28,119 357 714,False,False,False
3333,3*11*101,3,33,101 202 303 404 505 606 707 808 909 1010 1111 1212 1313 1414 1515 1616,False,False,True
3334,2*1667,2,2,1667,False,False,True
3335,5*23*29,3,5,667,False,False,False
3336,2^3*3*139,3,8,417,False,False,False
3337,47*71,2,47,71 142 213 284 355 426 497 568 639 710 781 852 923 994 1065 1136 1207 1278 1349 1420 1491 1562 1633,False,False,True
3338,2*1669,2,2,1669,False,False,True
3339,3^2*7*53,3,53,252,False,False,False
3340,2^2*5*167,3,20,167 334 501 668 835 1002 1169 1336 1503 1670,False,False,True
3341,13*257,2,13,257 514 771 1028 1285 1542,False,False,True
3342,2*3*557,3,6,557 1114 1671,False,False,True
3344,2^4*11*19,3,16,418 1463,False,False,False
3345,3*5*223,3,15,223 446 669 892 1115 1338 1561,False,False,True
3346,2*7*239,3,14,239 478 717 956 1195 1434 1673,False,False,True
3348,2^2*3^3*31,3,36,93 186 279 1116,False,False,False
3349,17*197,2,17,197 394 591 788 985 1182 1379 1576,False,False,True
3350,2*5^2*67,3,50,67 134 201 268 335 402 469 536 603 670 737 804 871 938 1005 1072 1139 1206 1273 1340 1407 1474 1541 1608 1675,False,False,True
3351,3*1117,2,3,1117,False,False,True
3352,2^3*419,2,8,419 838 1257 1676,False,False,True
3353,7*479,2,7,479 958 1437,False,False,True
3354,2*3*13*43,4,6,559 1118,False,False,False
3355,5*11*61,3,5,671 1342,False,False,False
3356,2^2*839,2,4,839 1678,False,False,True
3357,3^2*373,2,9,373 746 1119 1492,False,False,True
3358,2*23*73,3,2,1679,False,False,False
3360,2^5*3*5*7,4,35,1056,False,False,False
3362,2*41^2,2,2,1681,False,False,False
3363,3*19*59,3,3,1121,False,False,False
3364,2^2*29^2,2,4,841 1682,False,False,False
3365,5*673,2,5,673 1346,False,False,True
3366,2*3^2*11*17,4,18,187 374 1496,False,False,False
3367,7*13*37,3,7,481,False,False,False
3368,2^3*421,2,8,421 842 1263 1684,False,False,True
3369,3*1123,2,3,1123,False,False,True
3370,2*5*337,3,10,337 674 1011 1348 1685,False,False,True
3372,2^2*3*281,3,4,843,False,False,False
3374,2*7*241,3,14,241 482 723 964 1205 1446 1687,False,False,True
3375,3^3*5^3,2,25,135,False,False,False
3376,2^4*211,2,16,211 422 633 844 1055 1266 1477 1688,False,False,True
3377,11*307,2,11,307 614 921 1228 1535,False,False,True
3378,2*3*563,3,6,563 1126 1689,False,False,True
3379,31*109,2,31,109 218 327 436 545 654 763 872 981 1090 1199 1308 1417 1526 1635,False,False,True
3380,2^2*5*13^2,3,20,169 338 507 676 845 1014 1183,False,False,False
3381,3*7^2*23,3,21,161 1127,False,False,False
3382,2*19*89,3,38,89 178 267 356 445 534 623 712 801 890 979 1068 1157 1246 1335 1424 1513 1602 1691,False,False,True
3383,17*199,2,17,199 398 597 796 995 1194 1393 1592,False,False,True
3384,2^3*3^2*47,3,8,846,False,False,False
3385,5*677,2,5,677 1354,False,False,True
3386,2*1693,2,2,1693,False,False,True
3387,3*1129,2,3,1129,False,False,True
3388,2^2*7*11^2,3,28,121 242 363 484 605 726 1331 1452 1573 1694,False,False,False
3390,2*3*5*113,4,10,339,False,False,False
3392,2^6*53,2,32,318,False,False,False
3393,3^2*13*29,3,29,351,False,False,False
3394,2*1697,2,2,1697,False,False,True
3395,5*7*97,3,35,97 194 291 388 485 582 679 776 873 970 1067 1164 1261 1358 1455 1552 1649,False,False,True
3396,2^2*3*283,3,4,849,False,False,False
