class	a0	a1	a2	a5	a3	a4	coefficient
trans	1	2	7	1	0	3	-60
trans	0	3	7	1	0	3	-640
trans	2	0	8	1	0	3	350
trans	1	1	8	1	0	3	-120
trans	8	1	0	1	1	3	-180
trans	7	2	0	1	1	3	-120
trans	6	3	0	1	1	3	300
trans	5	4	0	1	1	3	-160
trans	4	5	0	1	1	3	-20
trans	3	6	0	1	1	3	420
trans	2	7	0	1	1	3	120
trans	8	0	1	1	1	3	180
trans	6	2	1	1	1	3	-1620
trans	5	3	1	1	1	3	1800
trans	4	4	1	1	1	3	660
trans	3	5	1	1	1	3	-1880
trans	2	6	1	1	1	3	680
trans	1	7	1	1	1	3	680
trans	0	8	1	1	1	3	120
trans	7	0	2	1	1	3	120
trans	6	1	2	1	1	3	1620
trans	4	3	2	1	1	3	3440
trans	3	4	2	1	1	3	6860
trans	2	5	2	1	1	3	1140
trans	1	6	2	1	1	3	1160
trans	0	7	2	1	1	3	60
trans	6	0	3	1	1	3	-300
trans	5	1	3	1	1	3	-1800
trans	4	2	3	1	1	3	-3440
trans	2	4	3	1	1	3	-4780
trans	1	5	3	1	1	3	-2840
trans	0	6	3	1	1	3	-540
trans	5	0	4	1	1	3	160
trans	4	1	4	1	1	3	-660
trans	3	2	4	1	1	3	-6860
trans	2	3	4	1	1	3	4780
trans	0	5	4	1	1	3	120
trans	4	0	5	1	1	3	20
trans	3	1	5	1	1	3	1880
trans	2	2	5	1	1	3	-1140
trans	1	3	5	1	1	3	2840
trans	0	4	5	1	1	3	-120
trans	3	0	6	1	1	3	-420
trans	2	1	6	1	1	3	-680
trans	1	2	6	1	1	3	-1160
trans	0	3	6	1	1	3	540
trans	2	0	7	1	1	3	-120
trans	1	1	7	1	1	3	-680
trans	0	2	7	1	1	3	-60
trans	0	1	8	1	1	3	-120
trans	7	1	0	1	2	3	-900
trans	6	2	0	1	2	3	-110
trans	5	3	0	1	2	3	-40
trans	4	4	0	1	2	3	-1170
trans	3	5	0	1	2	3	-160
trans	2	6	0	1	2	3	300
trans	1	7	0	1	2	3	120
trans	0	8	0	1	2	3	-350
trans	7	0	1	1	2	3	900
trans	5	2	1	1	2	3	-120
trans	4	3	1	1	2	3	8160
trans	3	4	1	1	2	3	4500
trans	2	5	1	1	2	3	2000
trans	1	6	1	1	2	3	680
trans	0	7	1	1	2	3	-520
trans	6	0	2	1	2	3	110
trans	5	1	2	1	2	3	120
trans	3	3	2	1	2	3	400
trans	2	4	2	1	2	3	2680
trans	1	5	2	1	2	3	1140
trans	0	6	2	1	2	3	70
trans	5	0	3	1	2	3	40
trans	4	1	3	1	2	3	-8160
trans	3	2	3	1	2	3	-400
trans	1	4	3	1	2	3	-4780
trans	0	5	3	1	2	3	660
trans	4	0	4	1	2	3	1170
trans	3	1	4	1	2	3	-4500
trans	2	2	4	1	2	3	-2680
trans	1	3	4	1	2	3	4780
trans	3	0	5	1	2	3	160
trans	2	1	5	1	2	3	-2000
trans	1	2	5	1	2	3	-1140
trans	0	3	5	1	2	3	-660
trans	2	0	6	1	2	3	-300
trans	1	1	6	1	2	3	-680
trans	0	2	6	1	2	3	-70
trans	1	0	7	1	2	3	-120
trans	0	1	7	1	2	3	520
trans	0	0	8	1	2	3	350
trans	6	1	0	1	3	3	4740
trans	5	2	0	1	3	3	480
trans	4	3	0	1	3	3	120
trans	3	4	0	1	3	3	4740
trans	2	5	0	1	3	3	-160
trans	1	6	0	1	3	3	420
trans	0	7	0	1	3	3	-340
trans	6	0	1	1	3	3	-4740
trans	4	2	1	1	3	3	2280
trans	3	3	1	1	3	3	-13680
trans	2	4	1	1	3	3	4500
trans	1	5	1	1	3	3	-1880
trans	0	6	1	1	3	3	-400
trans	5	0	2	1	3	3	-480
trans	4	1	2	1	3	3	-2280
trans	2	3	2	1	3	3	400
trans	1	4	2	1	3	3	6860
trans	0	5	2	1	3	3	1140
trans	4	0	3	1	3	3	-120
trans	3	1	3	1	3	3	13680
trans	2	2	3	1	3	3	-400
trans	0	4	3	1	3	3	2880
trans	3	0	4	1	3	3	-4740
trans	2	1	4	1	3	3	-4500
trans	1	2	4	1	3	3	-6860
trans	0	3	4	1	3	3	-2880
trans	2	0	5	1	3	3	160
trans	1	1	5	1	3	3	1880
trans	0	2	5	1	3	3	-1140
trans	1	0	6	1	3	3	-420
trans	0	1	6	1	3	3	400
trans	0	0	7	1	3	3	340
trans	5	1	0	1	4	3	-3560
trans	4	2	0	1	4	3	420
trans	3	3	0	1	4	3	120
trans	2	4	0	1	4	3	-1170
trans	1	5	0	1	4	3	-20
trans	0	6	0	1	4	3	-570
trans	5	0	1	1	4	3	3560
trans	3	2	1	1	4	3	2280
trans	2	3	1	1	4	3	8160
trans	1	4	1	1	4	3	660
trans	0	5	1	1	4	3	1020
trans	4	0	2	1	4	3	-420
trans	3	1	2	1	4	3	-2280
trans	1	3	2	1	4	3	3440
trans	0	4	2	1	4	3	-690
trans	3	0	3	1	4	3	-120
trans	2	1	3	1	4	3	-8160
trans	1	2	3	1	4	3	-3440
trans	2	0	4	1	4	3	1170
trans	1	1	4	1	4	3	-660
trans	0	2	4	1	4	3	690
trans	1	0	5	1	4	3	20
trans	0	1	5	1	4	3	-1020
trans	0	0	6	1	4	3	570
trans	4	1	0	1	5	3	-3560
trans	3	2	0	1	5	3	480
trans	2	3	0	1	5	3	-40
trans	1	4	0	1	5	3	-160
trans	0	5	0	1	5	3	-780
trans	4	0	1	1	5	3	3560
trans	2	2	1	1	5	3	-120
trans	1	3	1	1	5	3	1800
trans	0	4	1	1	5	3	120
trans	3	0	2	1	5	3	-480
trans	2	1	2	1	5	3	120
trans	0	3	2	1	5	3	660
trans	2	0	3	1	5	3	40
trans	1	1	3	1	5	3	-1800
trans	0	2	3	1	5	3	-660
trans	1	0	4	1	5	3	160
trans	0	1	4	1	5	3	-120
trans	0	0	5	1	5	3	780
trans	3	1	0	1	6	3	4740
trans	2	2	0	1	6	3	-110
trans	1	3	0	1	6	3	300
trans	0	4	0	1	6	3	-350
trans	3	0	1	1	6	3	-4740
trans	1	2	1	1	6	3	-1620
trans	0	3	1	1	6	3	100
trans	2	0	2	1	6	3	110
trans	1	1	2	1	6	3	1620
trans	1	0	3	1	6	3	-300
trans	0	1	3	1	6	3	-100
trans	0	0	4	1	6	3	350
trans	2	1	0	1	7	3	-900
trans	1	2	0	1	7	3	-120
trans	0	3	0	1	7	3	-200
trans	2	0	1	1	7	3	900
trans	0	2	1	1	7	3	440
trans	1	0	2	1	7	3	120
trans	0	1	2	1	7	3	-440
trans	0	0	3	1	7	3	200
trans	1	1	0	1	8	3	-180
trans	0	2	0	1	8	3	-90
trans	1	0	1	1	8	3	180
trans	0	0	2	1	8	3	90
trans	8	1	0	1	0	4	-80
trans	7	2	0	1	0	4	80
trans	6	3	0	1	0	4	-160
trans	5	4	0	1	0	4	-420
trans	4	5	0	1	0	4	40
trans	3	6	0	1	0	4	-570
trans	2	7	0	1	0	4	-570
trans	8	0	1	1	0	4	80
trans	6	2	1	1	0	4	220
trans	5	3	1	1	0	4	-140
trans	4	4	1	1	0	4	90
trans	3	5	1	1	0	4	1020
trans	2	6	1	1	0	4	-850
trans	1	7	1	1	0	4	280
trans	7	0	2	1	0	4	-80
trans	6	1	2	1	0	4	-220
trans	4	3	2	1	0	4	-1960
trans	3	4	2	1	0	4	-690
trans	2	5	2	1	0	4	-30
trans	1	6	2	1	0	4	-320
trans	0	7	2	1	0	4	60
trans	6	0	3	1	0	4	160
trans	5	1	3	1	0	4	140
trans	4	2	3	1	0	4	1960
trans	2	4	3	1	0	4	-910
trans	1	5	3	1	0	4	-240
trans	0	6	3	1	0	4	280
trans	5	0	4	1	0	4	420
trans	4	1	4	1	0	4	-90
trans	3	2	4	1	0	4	690
trans	2	3	4	1	0	4	910
trans	0	5	4	1	0	4	-430
trans	4	0	5	1	0	4	-40
trans	3	1	5	1	0	4	-1020
trans	2	2	5	1	0	4	30
trans	1	3	5	1	0	4	240
trans	0	4	5	1	0	4	430
trans	3	0	6	1	0	4	570
trans	2	1	6	1	0	4	850
trans	1	2	6	1	0	4	320
trans	0	3	6	1	0	4	-280
trans	2	0	7	1	0	4	570
trans	1	1	7	1	0	4	-280
trans	0	2	7	1	0	4	-60
trans	7	1	0	1	1	4	780
trans	6	2	0	1	1	4	10
trans	5	3	0	1	1	4	-20
trans	4	4	0	1	1	4	880
trans	3	5	0	1	1	4	-20
trans	2	6	0	1	1	4	180
trans	1	7	0	1	1	4	120
trans	7	0	1	1	1	4	-780
trans	5	2	1	1	1	4	1500
trans	4	3	1	1	1	4	-2560
trans	3	4	1	1	1	4	660
trans	2	5	1	1	1	4	720
trans	1	6	1	1	1	4	700
trans	0	7	1	1	1	4	280
trans	6	0	2	1	1	4	-10
trans	5	1	2	1	1	4	-1500
trans	3	3	2	1	1	4	3440
trans	2	4	2	1	1	4	-2310
trans	1	5	2	1	1	4	-600
trans	0	6	2	1	1	4	-320
trans	5	0	3	1	1	4	20
trans	4	1	3	1	1	4	2560
trans	3	2	3	1	1	4	-3440
trans	1	4	3	1	1	4	2420
trans	0	5	3	1	1	4	-240
trans	4	0	4	1	1	4	-880
trans	3	1	4	1	1	4	-660
trans	2	2	4	1	1	4	2310
trans	1	3	4	1	1	4	-2420
trans	3	0	5	1	1	4	20
trans	2	1	5	1	1	4	-720
trans	1	2	5	1	1	4	600
trans	0	3	5	1	1	4	240
trans	2	0	6	1	1	4	-180
trans	1	1	6	1	1	4	-700
trans	0	2	6	1	1	4	320
trans	1	0	7	1	1	4	-120
trans	0	1	7	1	1	4	-280
trans	6	1	0	1	2	4	-1660
trans	5	2	0	1	2	4	50
trans	4	3	0	1	2	4	1380
trans	3	4	0	1	2	4	-1170
trans	2	5	0	1	2	4	1620
trans	1	6	0	1	2	4	180
trans	0	7	0	1	2	4	-570
trans	6	0	1	1	2	4	1660
trans	4	2	1	1	2	4	-1820
trans	3	3	1	1	2	4	8160
trans	2	4	1	1	2	4	-2490
trans	1	5	1	1	2	4	720
trans	0	6	1	1	2	4	-850
trans	5	0	2	1	2	4	-50
trans	4	1	2	1	2	4	1820
trans	2	3	2	1	2	4	4380
trans	1	4	2	1	2	4	-2310
trans	0	5	2	1	2	4	-30
trans	4	0	3	1	2	4	-1380
trans	3	1	3	1	2	4	-8160
trans	2	2	3	1	2	4	-4380
trans	0	4	3	1	2	4	-910
trans	3	0	4	1	2	4	1170
trans	2	1	4	1	2	4	2490
trans	1	2	4	1	2	4	2310
trans	0	3	4	1	2	4	910
trans	2	0	5	1	2	4	-1620
trans	1	1	5	1	2	4	-720
trans	0	2	5	1	2	4	30
trans	1	0	6	1	2	4	-180
trans	0	1	6	1	2	4	850
trans	0	0	7	1	2	4	570
trans	5	1	0	1	3	4	-3560
trans	4	2	0	1	3	4	420
trans	3	3	0	1	3	4	120
trans	2	4	0	1	3	4	-1170
trans	1	5	0	1	3	4	-20
trans	0	6	0	1	3	4	-570
trans	5	0	1	1	3	4	3560
trans	3	2	1	1	3	4	2280
trans	2	3	1	1	3	4	8160
trans	1	4	1	1	3	4	660
trans	0	5	1	1	3	4	1020
trans	4	0	2	1	3	4	-420
trans	3	1	2	1	3	4	-2280
trans	1	3	2	1	3	4	3440
trans	0	4	2	1	3	4	-690
trans	3	0	3	1	3	4	-120
trans	2	1	3	1	3	4	-8160
trans	1	2	3	1	3	4	-3440
trans	2	0	4	1	3	4	1170
trans	1	1	4	1	3	4	-660
trans	0	2	4	1	3	4	690
trans	1	0	5	1	3	4	20
trans	0	1	5	1	3	4	-1020
trans	0	0	6	1	3	4	570
trans	4	1	0	1	4	4	9900
trans	3	2	0	1	4	4	420
trans	2	3	0	1	4	4	1380
trans	1	4	0	1	4	4	880
trans	0	5	0	1	4	4	40
trans	4	0	1	1	4	4	-9900
trans	2	2	1	1	4	4	-1820
trans	1	3	1	1	4	4	-2560
trans	0	4	1	1	4	4	90
trans	3	0	2	1	4	4	-420
trans	2	1	2	1	4	4	1820
trans	0	3	2	1	4	4	-1960
trans	2	0	3	1	4	4	-1380
trans	1	1	3	1	4	4	2560
trans	0	2	3	1	4	4	1960
trans	1	0	4	1	4	4	-880
trans	0	1	4	1	4	4	-90
trans	0	0	5	1	4	4	-40
trans	3	1	0	1	5	4	-3560
trans	2	2	0	1	5	4	50
trans	1	3	0	1	5	4	-20
trans	0	4	0	1	5	4	-420
trans	3	0	1	1	5	4	3560
trans	1	2	1	1	5	4	1500
trans	0	3	1	1	5	4	-140
trans	2	0	2	1	5	4	-50
trans	1	1	2	1	5	4	-1500
trans	1	0	3	1	5	4	20
trans	0	1	3	1	5	4	140
trans	0	0	4	1	5	4	420
trans	2	1	0	1	6	4	-1660
trans	1	2	0	1	6	4	10
trans	0	3	0	1	6	4	-160
trans	2	0	1	1	6	4	1660
trans	0	2	1	1	6	4	220
trans	1	0	2	1	6	4	-10
trans	0	1	2	1	6	4	-220
trans	0	0	3	1	6	4	160
trans	1	1	0	1	7	4	780
trans	0	2	0	1	7	4	80
trans	1	0	1	1	7	4	-780
trans	0	0	2	1	7	4	-80
trans	0	1	0	1	8	4	-80
trans	0	0	1	1	8	4	80
trans	7	1	0	1	0	5	-140
trans	6	2	0	1	0	5	-340
trans	5	3	0	1	0	5	-380
trans	4	4	0	1	0	5	-420
trans	3	5	0	1	0	5	-780
trans	2	6	0	1	0	5	-930
trans	7	0	1	1	0	5	140
trans	5	2	1	1	0	5	-1220
trans	4	3	1	1	0	5	-140
trans	3	4	1	1	0	5	120
trans	2	5	1	1	0	5	-1840
trans	1	6	1	1	0	5	420
trans	6	0	2	1	0	5	340
trans	5	1	2	1	0	5	1220
trans	3	3	2	1	0	5	660
trans	2	4	2	1	0	5	670
trans	1	5	2	1	0	5	-360
trans	0	6	2	1	0	5	60
trans	5	0	3	1	0	5	380
trans	4	1	3	1	0	5	140
trans	3	2	3	1	0	5	-660
trans	1	4	3	1	0	5	-380
trans	0	5	3	1	0	5	200
trans	4	0	4	1	0	5	420
trans	3	1	4	1	0	5	-120
trans	2	2	4	1	0	5	-670
trans	1	3	4	1	0	5	380
trans	3	0	5	1	0	5	780
trans	2	1	5	1	0	5	1840
trans	1	2	5	1	0	5	360
trans	0	3	5	1	0	5	-200
trans	2	0	6	1	0	5	930
trans	1	1	6	1	0	5	-420
trans	0	2	6	1	0	5	-60
trans	6	1	0	1	1	5	-640
trans	5	2	0	1	1	5	420
trans	4	3	0	1	1	5	-20
trans	3	4	0	1	1	5	-160
trans	2	5	0	1	1	5	360
trans	1	6	0	1	1	5	120
trans	6	0	1	1	1	5	640
trans	4	2	1	1	1	5	1500
trans	3	3	1	1	1	5	1800
trans	2	4	1	1	1	5	-420
trans	1	5	1	1	1	5	1680
trans	0	6	1	1	1	5	420
trans	5	0	2	1	1	5	-420
trans	4	1	2	1	1	5	-1500
trans	2	3	2	1	1	5	-3900
trans	1	4	2	1	1	5	-1740
trans	0	5	2	1	1	5	-360
trans	4	0	3	1	1	5	20
trans	3	1	3	1	1	5	-1800
trans	2	2	3	1	1	5	3900
trans	0	4	3	1	1	5	-380
trans	3	0	4	1	1	5	160
trans	2	1	4	1	1	5	420
trans	1	2	4	1	1	5	1740
trans	0	3	4	1	1	5	380
trans	2	0	5	1	1	5	-360
trans	1	1	5	1	1	5	-1680
trans	0	2	5	1	1	5	360
trans	1	0	6	1	1	5	-120
trans	0	1	6	1	1	5	-420
trans	5	1	0	1	2	5	4380
trans	4	2	0	1	2	5	50
trans	3	3	0	1	2	5	-40
trans	2	4	0	1	2	5	2800
trans	1	5	0	1	2	5	360
trans	0	6	0	1	2	5	-930
trans	5	0	1	1	2	5	-4380
trans	3	2	1	1	2	5	-120
trans	2	3	1	1	2	5	-8800
trans	1	4	1	1	2	5	-420
trans	0	5	1	1	2	5	-1840
trans	4	0	2	1	2	5	-50
trans	3	1	2	1	2	5	120
trans	1	3	2	1	2	5	-3900
trans	0	4	2	1	2	5	670
trans	3	0	3	1	2	5	40
trans	2	1	3	1	2	5	8800
trans	1	2	3	1	2	5	3900
trans	2	0	4	1	2	5	-2800
trans	1	1	4	1	2	5	420
trans	0	2	4	1	2	5	-670
trans	1	0	5	1	2	5	-360
trans	0	1	5	1	2	5	1840
trans	0	0	6	1	2	5	930
trans	4	1	0	1	3	5	-3560
trans	3	2	0	1	3	5	480
trans	2	3	0	1	3	5	-40
trans	1	4	0	1	3	5	-160
trans	0	5	0	1	3	5	-780
trans	4	0	1	1	3	5	3560
trans	2	2	1	1	3	5	-120
trans	1	3	1	1	3	5	1800
trans	0	4	1	1	3	5	120
trans	3	0	2	1	3	5	-480
trans	2	1	2	1	3	5	120
trans	0	3	2	1	3	5	660
trans	2	0	3	1	3	5	40
trans	1	1	3	1	3	5	-1800
trans	0	2	3	1	3	5	-660
trans	1	0	4	1	3	5	160
trans	0	1	4	1	3	5	-120
trans	0	0	5	1	3	5	780
trans	3	1	0	1	4	5	-3560
trans	2	2	0	1	4	5	50
trans	1	3	0	1	4	5	-20
trans	0	4	0	1	4	5	-420
trans	3	0	1	1	4	5	3560
trans	1	2	1	1	4	5	1500
trans	0	3	1	1	4	5	-140
trans	2	0	2	1	4	5	-50
trans	1	1	2	1	4	5	-1500
trans	1	0	3	1	4	5	20
trans	0	1	3	1	4	5	140
trans	0	0	4	1	4	5	420
trans	2	1	0	1	5	5	4380
trans	1	2	0	1	5	5	420
trans	0	3	0	1	5	5	-380
trans	2	0	1	1	5	5	-4380
trans	0	2	1	1	5	5	-1220
trans	1	0	2	1	5	5	-420
trans	0	1	2	1	5	5	1220
trans	0	0	3	1	5	5	380
trans	1	1	0	1	6	5	-640
trans	0	2	0	1	6	5	-340
trans	1	0	1	1	6	5	640
trans	0	0	2	1	6	5	340
trans	0	1	0	1	7	5	-140
trans	0	0	1	1	7	5	140
trans	6	1	0	1	0	6	120
trans	5	2	0	1	0	6	-340
trans	4	3	0	1	0	6	-160
trans	3	4	0	1	0	6	-350
trans	2	5	0	1	0	6	-1270
trans	6	0	1	1	0	6	-120
trans	4	2	1	1	0	6	220
trans	3	3	1	1	0	6	100
trans	2	4	1	1	0	6	-750
trans	1	5	1	1	0	6	280
trans	5	0	2	1	0	6	340
trans	4	1	2	1	0	6	-220
trans	2	3	2	1	0	6	640
trans	1	4	2	1	0	6	20
trans	0	5	2	1	0	6	60
trans	4	0	3	1	0	6	160
trans	3	1	3	1	0	6	-100
trans	2	2	3	1	0	6	-640
trans	0	4	3	1	0	6	300
trans	3	0	4	1	0	6	350
trans	2	1	4	1	0	6	750
trans	1	2	4	1	0	6	-20
trans	0	3	4	1	0	6	-300
trans	2	0	5	1	0	6	1270
trans	1	1	5	1	0	6	-280
trans	0	2	5	1	0	6	-60
trans	5	1	0	1	1	6	-640
trans	4	2	0	1	1	6	10
trans	3	3	0	1	1	6	300
trans	2	4	0	1	1	6	-280
trans	1	5	0	1	1	6	120
trans	5	0	1	1	1	6	640
trans	3	2	1	1	1	6	-1620
trans	2	3	1	1	1	6	120
trans	1	4	1	1	1	6	1020
trans	0	5	1	1	1	6	280
trans	4	0	2	1	1	6	-10
trans	3	1	2	1	1	6	1620
trans	1	3	2	1	1	6	120
trans	0	4	2	1	1	6	20
trans	3	0	3	1	1	6	-300
trans	2	1	3	1	1	6	-120
trans	1	2	3	1	1	6	-120
trans	2	0	4	1	1	6	280
trans	1	1	4	1	1	6	-1020
trans	0	2	4	1	1	6	-20
trans	1	0	5	1	1	6	-120
trans	0	1	5	1	1	6	-280
trans	4	1	0	1	2	6	-1660
trans	3	2	0	1	2	6	-110
trans	2	3	0	1	2	6	260
trans	1	4	0	1	2	6	-280
trans	0	5	0	1	2	6	-1270
trans	4	0	1	1	2	6	1660
trans	2	2	1	1	2	6	-220
trans	1	3	1	1	2	6	120
trans	0	4	1	1	2	6	-750
trans	3	0	2	1	2	6	110
trans	2	1	2	1	2	6	220
trans	0	3	2	1	2	6	640
trans	2	0	3	1	2	6	-260
trans	1	1	3	1	2	6	-120
trans	0	2	3	1	2	6	-640
trans	1	0	4	1	2	6	280
trans	0	1	4	1	2	6	750
trans	0	0	5	1	2	6	1270
trans	3	1	0	1	3	6	4740
trans	2	2	0	1	3	6	-110
trans	1	3	0	1	3	6	300
trans	0	4	0	1	3	6	-350
trans	3	0	1	1	3	6	-4740
trans	1	2	1	1	3	6	-1620
trans	0	3	1	1	3	6	100
trans	2	0	2	1	3	6	110
trans	1	1	2	1	3	6	1620
trans	1	0	3	1	3	6	-300
trans	0	1	3	1	3	6	-100
trans	0	0	4	1	3	6	350
trans	2	1	0	1	4	6	-1660
trans	1	2	0	1	4	6	10
trans	0	3	0	1	4	6	-160
trans	2	0	1	1	4	6	1660
trans	0	2	1	1	4	6	220
trans	1	0	2	1	4	6	-10
trans	0	1	2	1	4	6	-220
trans	0	0	3	1	4	6	160
trans	1	1	0	1	5	6	-640
trans	0	2	0	1	5	6	-340
trans	1	0	1	1	5	6	640
trans	0	0	2	1	5	6	340
trans	0	1	0	1	6	6	120
trans	0	0	1	1	6	6	-120
trans	5	1	0	1	0	7	-140
trans	4	2	0	1	0	7	80
trans	3	3	0	1	0	7	-200
trans	2	4	0	1	0	7	-850
trans	5	0	1	1	0	7	140
trans	3	2	1	1	0	7	440
trans	2	3	1	1	0	7	-100
trans	1	4	1	1	0	7	180
trans	4	0	2	1	0	7	-80
trans	3	1	2	1	0	7	-440
trans	1	3	2	1	0	7	-60
trans	0	4	2	1	0	7	60
trans	3	0	3	1	0	7	200
trans	2	1	3	1	0	7	100
trans	1	2	3	1	0	7	60
trans	2	0	4	1	0	7	850
trans	1	1	4	1	0	7	-180
trans	0	2	4	1	0	7	-60
trans	4	1	0	1	1	7	780
trans	3	2	0	1	1	7	-120
trans	2	3	0	1	1	7	-220
trans	1	4	0	1	1	7	120
trans	4	0	1	1	1	7	-780
trans	2	2	1	1	1	7	60
trans	1	3	1	1	1	7	240
trans	0	4	1	1	1	7	180
trans	3	0	2	1	1	7	120
trans	2	1	2	1	1	7	-60
trans	0	3	2	1	1	7	-60
trans	2	0	3	1	1	7	220
trans	1	1	3	1	1	7	-240
trans	0	2	3	1	1	7	60
trans	1	0	4	1	1	7	-120
trans	0	1	4	1	1	7	-180
trans	3	1	0	1	2	7	-900
trans	2	2	0	1	2	7	60
trans	1	3	0	1	2	7	-220
trans	0	4	0	1	2	7	-850
trans	3	0	1	1	2	7	900
trans	1	2	1	1	2	7	60
trans	0	3	1	1	2	7	-100
trans	2	0	2	1	2	7	-60
trans	1	1	2	1	2	7	-60
trans	1	0	3	1	2	7	220
trans	0	1	3	1	2	7	100
trans	0	0	4	1	2	7	850
trans	2	1	0	1	3	7	-900
trans	1	2	0	1	3	7	-120
trans	0	3	0	1	3	7	-200
trans	2	0	1	1	3	7	900
trans	0	2	1	1	3	7	440
trans	1	0	2	1	3	7	120
trans	0	1	2	1	3	7	-440
trans	0	0	3	1	3	7	200
trans	1	1	0	1	4	7	780
trans	0	2	0	1	4	7	80
trans	1	0	1	1	4	7	-780
trans	0	0	2	1	4	7	-80
trans	0	1	0	1	5	7	-140
trans	0	0	1	1	5	7	140
trans	4	1	0	1	0	8	-80
trans	3	2	0	1	0	8	-90
trans	2	3	0	1	0	8	-350
trans	4	0	1	1	0	8	80
trans	2	2	1	1	0	8	-150
trans	1	3	1	1	0	8	60
trans	3	0	2	1	0	8	90
trans	2	1	2	1	0	8	150
trans	2	0	3	1	0	8	350
trans	1	1	3	1	0	8	-60
trans	3	1	0	1	1	8	-180
trans	2	2	0	1	1	8	-20
trans	3	0	1	1	1	8	180
trans	1	2	1	1	1	8	320
trans	0	3	1	1	1	8	60
trans	2	0	2	1	1	8	20
trans	1	1	2	1	1	8	-320
trans	0	1	3	1	1	8	-60
trans	2	1	0	1	2	8	480
trans	1	2	0	1	2	8	-20
trans	0	3	0	1	2	8	-350
trans	2	0	1	1	2	8	-480
trans	0	2	1	1	2	8	-150
trans	1	0	2	1	2	8	20
trans	0	1	2	1	2	8	150
trans	0	0	3	1	2	8	350
trans	1	1	0	1	3	8	-180
trans	0	2	0	1	3	8	-90
trans	1	0	1	1	3	8	180
trans	0	0	2	1	3	8	90
trans	0	1	0	1	4	8	-80
trans	0	0	1	1	4	8	80
trans	2	2	0	1	0	9	-150
trans	2	0	2	1	0	9	150
trans	2	1	0	1	1	9	-100
trans	2	0	1	1	1	9	100
trans	1	1	0	1	2	9	-100
trans	0	2	0	1	2	9	-150
trans	1	0	1	1	2	9	100
trans	0	0	2	1	2	9	150
trans	2	1	0	1	0	10	-30
trans	2	0	1	1	0	10	30
trans	0	1	0	1	2	10	-30
trans	0	0	1	1	2	10	30
trans	7	4	1	2	0	0	120
trans	6	5	1	2	0	0	240
trans	5	6	1	2	0	0	200
trans	4	7	1	2	0	0	280
trans	3	8	1	2	0	0	280
trans	0	11	1	2	0	0	80
trans	7	3	2	2	0	0	-240
trans	6	4	2	2	0	0	-510
trans	5	5	2	2	0	0	-420
trans	4	6	2	2	0	0	-890
trans	3	7	2	2	0	0	-1120
trans	0	10	2	2	0	0	-440
trans	7	2	3	2	0	0	240
trans	5	4	3	2	0	0	20
trans	4	5	3	2	0	0	300
trans	7	1	4	2	0	0	-120
trans	6	2	4	2	0	0	510
trans	5	3	4	2	0	0	-20
trans	3	5	4	2	0	0	2900
trans	0	8	4	2	0	0	2550
trans	6	1	5	2	0	0	-240
trans	5	2	5	2	0	0	420
trans	4	3	5	2	0	0	-300
trans	3	4	5	2	0	0	-2900
trans	0	7	5	2	0	0	-4080
trans	5	1	6	2	0	0	-200
trans	4	2	6	2	0	0	890
trans	4	1	7	2	0	0	-280
trans	3	2	7	2	0	0	1120
trans	0	5	7	2	0	0	4080
trans	3	1	8	2	0	0	-280
trans	0	4	8	2	0	0	-2550
trans	0	2	10	2	0	0	440
trans	0	1	11	2	0	0	-80
trans	10	1	0	2	1	0	-30
trans	9	2	0	2	1	0	-150
trans	8	3	0	2	1	0	-370
trans	7	4	0	2	1	0	-860
trans	6	5	0	2	1	0	-1360
trans	5	6	0	2	1	0	-1120
trans	4	7	0	2	1	0	-660
trans	3	8	0	2	1	0	-390
trans	2	9	0	2	1	0	-100
trans	10	0	1	2	1	0	30
trans	8	2	1	2	1	0	-90
trans	7	3	1	2	1	0	-80
trans	6	4	1	2	1	0	-270
trans	5	5	1	2	1	0	-820
trans	4	6	1	2	1	0	-480
trans	3	7	1	2	1	0	-240
trans	2	8	1	2	1	0	-450
trans	9	0	2	2	1	0	150
trans	8	1	2	2	1	0	90
trans	6	3	2	2	1	0	550
trans	5	4	2	2	1	0	1420
trans	4	5	2	2	1	0	600
trans	3	6	2	2	1	0	780
trans	2	7	2	2	1	0	1350
trans	8	0	3	2	1	0	370
trans	7	1	3	2	1	0	80
trans	6	2	3	2	1	0	-550
trans	4	4	3	2	1	0	-660
trans	3	5	3	2	1	0	-120
trans	2	6	3	2	1	0	170
trans	7	0	4	2	1	0	860
trans	6	1	4	2	1	0	270
trans	5	2	4	2	1	0	-1420
trans	4	3	4	2	1	0	660
trans	2	5	4	2	1	0	-4980
trans	6	0	5	2	1	0	1360
trans	5	1	5	2	1	0	820
trans	4	2	5	2	1	0	-600
trans	3	3	5	2	1	0	120
trans	2	4	5	2	1	0	4980
trans	5	0	6	2	1	0	1120
trans	4	1	6	2	1	0	480
trans	3	2	6	2	1	0	-780
trans	2	3	6	2	1	0	-170
trans	4	0	7	2	1	0	660
trans	3	1	7	2	1	0	240
trans	2	2	7	2	1	0	-1350
trans	3	0	8	2	1	0	390
trans	2	1	8	2	1	0	450
trans	2	0	9	2	1	0	100
trans	8	2	0	2	2	0	-75
trans	7	3	0	2	2	0	-430
trans	6	4	0	2	2	0	-375
trans	5	5	0	2	2	0	-410
