0 1 2 3 4 5 6 7
0 1 2 3 4 19 38 81
0 1 2 3 4 19 38 90
0 1 2 3 4 19 38 91
0 1 2 3 4 19 38 97
0 1 2 3 4 19 39 90
0 1 2 3 4 19 39 91
0 1 2 3 4 19 39 97
0 1 2 3 4 19 40 90
0 1 2 3 4 19 40 91
0 1 2 3 4 19 40 97
0 1 2 3 4 19 41 42
0 1 2 3 4 19 41 43
0 1 2 3 4 19 41 45
0 1 2 3 4 19 41 47
0 1 2 3 4 19 41 49
0 1 2 3 4 19 41 55
0 1 2 3 4 19 41 56
0 1 2 3 4 19 41 57
0 1 2 3 4 19 41 59
0 1 2 3 4 19 41 60
0 1 2 3 4 19 41 62
0 1 2 3 4 19 41 63
0 1 2 3 4 19 41 65
0 1 2 3 4 19 41 66
0 1 2 3 4 19 41 67
0 1 2 3 4 19 41 70
0 1 2 3 4 19 41 72
0 1 2 3 4 19 41 74
0 1 2 3 4 19 41 82
0 1 2 3 4 19 41 83
0 1 2 3 4 19 41 84
0 1 2 3 4 19 41 85
0 1 2 3 4 19 41 87
0 1 2 3 4 19 41 89
0 1 2 3 4 19 41 90
0 1 2 3 4 19 41 91
0 1 2 3 4 19 41 93
0 1 2 3 4 19 41 97
0 1 2 3 4 19 42 64
0 1 2 3 4 19 42 81
0 1 2 3 4 19 42 90
0 1 2 3 4 19 42 91
0 1 2 3 4 19 42 97
0 1 2 3 4 19 43 64
0 1 2 3 4 19 43 81
0 1 2 3 4 19 43 90
0 1 2 3 4 19 43 91
0 1 2 3 4 19 43 92
0 1 2 3 4 19 43 97
0 1 2 3 4 19 44 91
0 1 2 3 4 19 45 46
0 1 2 3 4 19 45 50
0 1 2 3 4 19 45 55
0 1 2 3 4 19 45 56
0 1 2 3 4 19 45 59
0 1 2 3 4 19 45 60
0 1 2 3 4 19 45 62
0 1 2 3 4 19 45 63
0 1 2 3 4 19 45 64
0 1 2 3 4 19 45 67
0 1 2 3 4 19 45 73
0 1 2 3 4 19 45 81
0 1 2 3 4 19 45 84
0 1 2 3 4 19 45 85
0 1 2 3 4 19 45 90
0 1 2 3 4 19 45 91
0 1 2 3 4 19 45 92
0 1 2 3 4 19 45 97
0 1 2 3 4 19 46 49
0 1 2 3 4 19 46 72
0 1 2 3 4 19 46 89
0 1 2 3 4 19 46 90
0 1 2 3 4 19 46 91
0 1 2 3 4 19 46 97
0 1 2 3 4 19 47 64
0 1 2 3 4 19 47 81
0 1 2 3 4 19 47 90
0 1 2 3 4 19 47 91
0 1 2 3 4 19 47 92
0 1 2 3 4 19 47 97
0 1 2 3 4 19 48 91
0 1 2 3 4 19 49 50
0 1 2 3 4 19 49 55
0 1 2 3 4 19 49 56
0 1 2 3 4 19 49 59
0 1 2 3 4 19 49 60
0 1 2 3 4 19 49 62
0 1 2 3 4 19 49 63
0 1 2 3 4 19 49 64
0 1 2 3 4 19 49 67
0 1 2 3 4 19 49 73
0 1 2 3 4 56 81 83
0 1 2 3 4 56 81 84
0 1 2 3 4 56 81 85
0 1 2 3 4 56 81 88
0 1 2 3 4 56 81 90
0 1 2 3 4 56 81 91
0 1 2 3 4 56 81 97
0 1 2 3 4 56 82 91
0 1 2 3 4 56 82 97
0 1 2 3 4 56 83 91
0 1 2 3 4 56 83 92
0 1 2 3 4 56 84 90
0 1 2 3 4 56 84 91
0 1 2 3 4 56 84 92
0 1 2 3 4 56 84 97
0 1 2 3 4 56 85 88
0 1 2 3 4 56 85 90
0 1 2 3 4 56 85 91
0 1 2 3 4 56 85 92
0 1 2 3 4 56 85 97
0 1 2 3 4 56 86 91
0 1 2 3 4 56 87 91
0 1 2 3 4 56 88 89
0 1 2 3 4 56 88 90
0 1 2 3 4 56 88 91
0 1 2 3 4 56 88 92
0 1 2 3 4 56 88 97
0 1 2 3 4 56 89 90
0 1 2 3 4 56 89 91
0 1 2 3 4 56 89 97
0 1 2 3 4 56 90 91
0 1 2 3 4 56 90 92
0 1 2 3 4 56 90 95
0 1 2 3 4 56 90 97
0 1 2 3 4 56 91 92
0 1 2 3 4 56 91 93
0 1 2 3 4 56 91 95
0 1 2 3 4 56 91 96
0 1 2 3 4 56 91 97
0 1 2 3 4 56 92 97
0 1 2 3 4 56 93 97
0 1 2 3 4 56 95 97
0 1 2 3 4 57 58 64
0 1 2 3 4 57 58 90
0 1 2 3 4 57 58 91
0 1 2 3 4 57 58 92
0 1 2 3 4 57 58 97
0 1 2 3 4 57 59 62
0 1 2 3 4 57 59 64
0 1 2 3 4 57 59 69
0 1 2 3 4 57 59 75
0 1 2 3 4 57 59 81
0 1 2 3 4 57 59 90
0 1 2 3 4 57 59 91
0 1 2 3 4 57 59 92
0 1 2 3 4 57 59 93
0 1 2 3 4 57 59 97
0 1 2 3 4 57 60 61
0 1 2 3 4 57 60 62
0 1 2 3 4 57 60 64
0 1 2 3 4 57 60 81
0 1 2 3 4 57 60 90
0 1 2 3 4 57 60 91
0 1 2 3 4 57 60 92
0 1 2 3 4 57 60 97
0 1 2 3 4 57 61 62
0 1 2 3 4 57 61 63
0 1 2 3 4 57 61 64
0 1 2 3 4 57 61 65
0 1 2 3 4 57 61 69
0 1 2 3 4 57 61 71
0 1 2 3 4 57 61 73
0 1 2 3 4 57 61 75
0 1 2 3 4 57 61 78
0 1 2 3 4 57 61 79
0 1 2 3 4 57 61 81
0 1 2 3 4 57 61 86
0 1 2 3 4 57 61 88
0 1 2 3 4 57 61 90
0 1 2 3 4 57 61 91
0 1 2 3 4 57 61 92
0 1 2 3 4 57 61 93
0 1 2 3 4 57 61 97
0 1 2 3 4 57 62 63
0 1 2 3 4 57 62 64
0 1 2 3 4 57 62 66
0 1 2 3 4 57 62 68
0 1 2 3 4 57 62 71
0 1 2 3 4 57 62 74
0 1 2 3 4 57 62 79
0 1 2 3 4 57 62 81
0 1 2 3 4 57 62 86
0 1 2 3 4 57 62 88
0 1 2 3 4 57 62 90
0 1 2 3 4 57 62 91
0 1 2 3 4 57 62 92
0 1 2 3 4 57 62 97
0 1 2 3 4 57 63 64
0 1 2 3 4 57 63 81
0 1 2 3 4 57 63 92
0 1 2 3 5 12 32 34
0 1 2 3 5 12 32 36
0 1 2 3 5 12 32 37
0 1 2 3 5 12 32 38
0 1 2 3 5 12 32 39
0 1 2 3 5 12 32 40
0 1 2 3 5 12 32 41
0 1 2 3 5 12 32 42
0 1 2 3 5 12 32 43
0 1 2 3 5 12 32 44
0 1 2 3 5 12 32 46
0 1 2 3 5 12 32 47
0 1 2 3 5 12 32 48
0 1 2 3 5 12 32 50
0 1 2 3 5 12 32 56
0 1 2 3 5 12 32 61
0 1 2 3 5 12 32 62
0 1 2 3 5 12 32 63
0 1 2 3 5 12 32 65
0 1 2 3 5 12 32 68
0 1 2 3 5 12 32 70
0 1 2 3 5 12 32 71
0 1 2 3 5 12 32 73
0 1 2 3 5 12 32 75
0 1 2 3 5 12 32 80
0 1 2 3 5 12 32 82
0 1 2 3 5 12 32 83
0 1 2 3 5 12 32 84
0 1 2 3 5 12 32 87
0 1 2 3 5 12 32 88
0 1 2 3 5 12 32 89
0 1 2 3 5 12 32 90
0 1 2 3 5 12 32 93
0 1 2 3 5 12 32 96
0 1 2 3 5 12 32 97
0 1 2 3 5 12 33 35
0 1 2 3 5 12 33 36
0 1 2 3 5 12 33 37
0 1 2 3 5 12 33 38
0 1 2 3 5 12 33 39
0 1 2 3 5 12 33 40
0 1 2 3 5 12 33 41
0 1 2 3 5 12 33 42
0 1 2 3 5 12 33 43
0 1 2 3 5 12 33 44
0 1 2 3 5 12 33 45
0 1 2 3 5 12 33 46
0 1 2 3 5 12 33 47
0 1 2 3 5 12 33 48
0 1 2 3 5 12 33 49
0 1 2 3 5 12 33 50
0 1 2 3 5 12 33 51
0 1 2 3 5 12 33 53
0 1 2 3 5 12 33 54
0 1 2 3 5 12 33 55
0 1 2 3 5 12 33 56
0 1 2 3 5 12 33 57
0 1 2 3 5 12 33 58
0 1 2 3 5 12 33 59
0 1 2 3 5 12 33 60
0 1 2 3 5 12 33 61
0 1 2 3 5 12 33 62
0 1 2 3 5 12 33 63
0 1 2 3 5 12 33 64
0 1 2 3 5 12 33 65
0 1 2 3 5 12 33 66
0 1 2 3 5 12 33 67
0 1 2 3 5 12 33 68
0 1 2 3 5 12 33 69
0 1 2 3 5 12 33 70
0 1 2 3 5 12 33 71
0 1 2 3 5 12 33 72
0 1 2 3 5 12 33 75
0 1 2 3 5 12 33 77
0 1 2 3 5 12 33 78
0 1 2 3 5 12 33 79
0 1 2 3 5 12 33 80
0 1 2 3 5 12 33 82
0 1 2 3 5 12 33 84
0 1 2 3 5 12 33 85
0 1 2 3 5 12 33 86
0 1 2 3 5 12 33 87
0 1 2 3 5 12 33 88
0 1 2 3 5 12 33 89
0 1 2 3 5 12 33 91
0 1 2 3 5 12 33 92
0 1 2 3 5 12 33 93
0 1 2 3 5 12 33 95
0 1 2 3 5 12 33 96
0 1 2 3 5 12 34 38
0 1 2 3 5 12 34 45
0 1 2 3 5 12 34 75
0 1 2 3 5 12 35 56
0 1 2 3 5 12 35 73
0 1 2 3 5 12 35 82
0 1 2 3 5 12 35 83
0 1 2 3 5 12 35 84
0 1 2 3 5 12 35 89
0 1 2 3 5 12 35 90
0 1 2 3 5 12 35 96
0 1 2 3 5 21 66 82
0 1 2 3 5 21 66 83
0 1 2 3 5 21 66 84
0 1 2 3 5 21 66 89
0 1 2 3 5 21 66 90
0 1 2 3 5 21 66 96
0 1 2 3 5 21 66 97
0 1 2 3 5 21 67 73
0 1 2 3 5 21 67 82
0 1 2 3 5 21 67 83
0 1 2 3 5 21 67 84
0 1 2 3 5 21 67 89
0 1 2 3 5 21 67 90
0 1 2 3 5 21 67 96
0 1 2 3 5 21 67 97
0 1 2 3 5 21 68 72
0 1 2 3 5 21 68 83
0 1 2 3 5 21 68 90
0 1 2 3 5 21 69 73
0 1 2 3 5 21 69 82
0 1 2 3 5 21 69 83
0 1 2 3 5 21 69 84
0 1 2 3 5 21 69 89
0 1 2 3 5 21 69 90
0 1 2 3 5 21 69 96
0 1 2 3 5 21 69 97
0 1 2 3 5 21 70 73
0 1 2 3 5 21 70 82
0 1 2 3 5 21 70 83
0 1 2 3 5 21 70 84
0 1 2 3 5 21 70 89
0 1 2 3 5 21 70 90
0 1 2 3 5 21 70 96
0 1 2 3 5 21 70 97
0 1 2 3 5 21 71 73
0 1 2 3 5 21 71 82
0 1 2 3 5 21 71 83
0 1 2 3 5 21 71 84
0 1 2 3 5 21 71 89
0 1 2 3 5 21 71 90
0 1 2 3 5 21 71 96
0 1 2 3 5 21 71 97
0 1 2 3 5 21 72 73
0 1 2 3 5 21 72 82
0 1 2 3 5 21 72 83
0 1 2 3 5 21 72 84
0 1 2 3 5 21 72 89
0 1 2 3 5 21 72 90
0 1 2 3 5 21 72 93
0 1 2 3 5 21 72 96
0 1 2 3 5 21 72 97
0 1 2 3 5 21 73 76
0 1 2 3 5 21 73 77
0 1 2 3 5 21 73 78
0 1 2 3 5 21 73 83
0 1 2 3 5 21 73 84
0 1 2 3 5 21 73 86
0 1 2 3 5 21 73 87
0 1 2 3 5 21 73 88
0 1 2 3 5 21 73 89
0 1 2 3 5 21 73 90
0 1 2 3 5 21 73 91
0 1 2 3 5 21 73 92
0 1 2 3 5 21 73 93
0 1 2 3 5 21 73 95
0 1 2 3 5 21 73 96
0 1 2 3 5 21 73 97
0 1 2 3 5 21 74 83
0 1 2 3 5 21 74 90
0 1 2 3 5 21 75 82
0 1 2 3 5 21 75 83
0 1 2 3 5 21 75 84
0 1 2 3 5 21 75 89
0 1 2 3 5 21 75 90
0 1 2 3 5 21 75 97
0 1 2 3 5 21 76 82
0 1 2 3 5 21 76 84
0 1 2 3 5 21 76 89
0 1 2 3 5 21 76 90
0 1 2 3 5 21 76 96
0 1 2 3 5 21 76 97
0 1 2 3 5 21 77 82
0 1 2 3 5 21 77 83
0 1 2 3 5 21 77 84
0 1 2 3 5 21 77 89
0 1 2 3 5 21 77 90
0 1 2 3 5 21 77 96
0 1 2 3 5 21 77 97
0 1 2 3 5 21 78 82
0 1 2 3 5 21 78 83
0 1 2 3 5 21 78 89
0 1 2 3 5 21 78 90
0 1 2 3 5 21 78 96
0 1 2 3 5 21 79 83
0 1 2 3 5 21 79 90
0 1 2 3 5 21 80 83
0 1 2 3 5 21 80 90
0 1 2 3 5 21 81 83
0 1 2 3 5 21 81 90
0 1 2 3 5 21 81 96
0 1 2 3 5 36 46 92
0 1 2 3 5 36 46 96
0 1 2 3 5 36 46 97
0 1 2 3 5 36 47 64
0 1 2 3 5 36 47 66
0 1 2 3 5 36 47 69
0 1 2 3 5 36 47 81
0 1 2 3 5 36 47 92
0 1 2 3 5 36 48 54
0 1 2 3 5 36 48 55
0 1 2 3 5 36 48 56
0 1 2 3 5 36 48 58
0 1 2 3 5 36 48 59
0 1 2 3 5 36 48 61
0 1 2 3 5 36 48 62
0 1 2 3 5 36 48 64
0 1 2 3 5 36 48 65
0 1 2 3 5 36 48 66
0 1 2 3 5 36 48 69
0 1 2 3 5 36 48 73
0 1 2 3 5 36 48 81
0 1 2 3 5 36 48 82
0 1 2 3 5 36 48 83
0 1 2 3 5 36 48 84
0 1 2 3 5 36 48 86
0 1 2 3 5 36 48 89
0 1 2 3 5 36 48 90
0 1 2 3 5 36 48 92
0 1 2 3 5 36 48 93
0 1 2 3 5 36 48 96
0 1 2 3 5 36 48 97
0 1 2 3 5 36 49 56
0 1 2 3 5 36 49 73
0 1 2 3 5 36 49 82
0 1 2 3 5 36 49 83
0 1 2 3 5 36 49 84
0 1 2 3 5 36 49 88
0 1 2 3 5 36 49 89
0 1 2 3 5 36 49 90
0 1 2 3 5 36 49 96
0 1 2 3 5 36 49 97
0 1 2 3 5 36 50 56
0 1 2 3 5 36 50 73
0 1 2 3 5 36 50 82
0 1 2 3 5 36 50 83
0 1 2 3 5 36 50 84
0 1 2 3 5 36 50 89
0 1 2 3 5 36 50 90
0 1 2 3 5 36 50 96
0 1 2 3 5 36 50 97
0 1 2 3 5 36 51 56
0 1 2 3 5 36 51 73
0 1 2 3 5 36 51 82
0 1 2 3 5 36 51 83
0 1 2 3 5 36 51 89
0 1 2 3 5 36 51 90
0 1 2 3 5 36 51 96
0 1 2 3 5 36 51 97
0 1 2 3 5 36 52 89
0 1 2 3 5 36 53 56
0 1 2 3 5 36 53 69
0 1 2 3 5 36 53 73
0 1 2 3 5 36 53 83
0 1 2 3 5 36 53 84
0 1 2 3 5 36 53 86
0 1 2 3 5 36 53 89
0 1 2 3 5 36 53 90
0 1 2 3 5 36 53 96
0 1 2 3 5 36 53 97
0 1 2 3 5 36 54 55
0 1 2 3 5 36 54 56
0 1 2 3 5 36 54 57
0 1 2 3 5 36 54 64
0 1 2 3 5 36 54 69
0 1 2 3 5 36 54 71
0 1 2 3 5 36 54 73
0 1 2 3 5 36 54 81
0 1 2 3 5 36 54 82
0 1 2 3 5 36 54 83
0 1 2 3 5 36 54 84
0 1 2 3 5 36 54 86
0 1 2 3 5 36 54 88
0 1 2 3 5 36 54 89
0 1 2 3 5 36 54 90
0 1 2 3 5 36 54 92
0 1 2 3 5 36 54 96
0 1 2 3 5 36 54 97
0 1 2 3 5 36 55 56
0 1 2 3 5 36 55 57
0 1 2 3 5 36 55 58
0 1 2 3 5 36 55 60
0 1 2 3 5 36 55 64
0 1 2 3 5 36 55 67
0 1 2 3 5 36 55 71
0 1 2 3 5 36 55 73
0 1 2 3 5 36 55 81
0 1 2 3 5 36 55 82
0 1 2 3 5 36 55 83
0 1 2 3 5 36 55 84
0 1 2 3 5 36 55 88
0 1 2 3 5 62 83 92
0 1 2 3 5 62 83 93
0 1 2 3 5 62 83 95
0 1 2 3 5 62 84 86
0 1 2 3 5 62 84 87
0 1 2 3 5 62 84 88
0 1 2 3 5 62 84 89
0 1 2 3 5 62 84 90
0 1 2 3 5 62 84 91
0 1 2 3 5 62 84 92
0 1 2 3 5 62 84 93
0 1 2 3 5 62 84 95
0 1 2 3 5 62 84 96
0 1 2 3 5 62 84 97
0 1 2 3 5 62 85 89
0 1 2 3 5 62 85 90
0 1 2 3 5 62 85 96
0 1 2 3 5 62 85 97
0 1 2 3 5 62 86 90
0 1 2 3 5 62 86 97
0 1 2 3 5 62 87 88
0 1 2 3 5 62 87 89
0 1 2 3 5 62 87 90
0 1 2 3 5 62 87 92
0 1 2 3 5 62 87 96
0 1 2 3 5 62 87 97
0 1 2 3 5 62 88 89
0 1 2 3 5 62 88 90
0 1 2 3 5 62 88 93
0 1 2 3 5 62 88 96
0 1 2 3 5 62 88 97
0 1 2 3 5 62 89 90
0 1 2 3 5 62 89 91
0 1 2 3 5 62 89 92
0 1 2 3 5 62 89 93
0 1 2 3 5 62 89 95
0 1 2 3 5 62 89 96
0 1 2 3 5 62 90 91
0 1 2 3 5 62 90 92
0 1 2 3 5 62 90 93
0 1 2 3 5 62 90 95
0 1 2 3 5 62 91 96
0 1 2 3 5 62 91 97
0 1 2 3 5 62 92 96
0 1 2 3 5 62 92 97
0 1 2 3 5 62 93 96
0 1 2 3 5 62 93 97
0 1 2 3 5 62 95 96
0 1 2 3 5 62 95 97
0 1 2 3 5 63 64 67
0 1 2 3 5 63 64 68
0 1 2 3 5 63 64 70
0 1 2 3 5 63 64 73
0 1 2 3 5 63 64 74
0 1 2 3 5 63 64 80
0 1 2 3 5 63 64 81
0 1 2 3 5 63 64 82
0 1 2 3 5 63 64 83
0 1 2 3 5 63 64 84
0 1 2 3 5 63 64 87
0 1 2 3 5 63 64 89
0 1 2 3 5 63 64 90
0 1 2 3 5 63 64 94
0 1 2 3 5 63 64 95
0 1 2 3 5 63 64 96
0 1 2 3 5 63 64 97
0 1 2 3 5 63 65 66
0 1 2 3 5 63 65 67
0 1 2 3 5 63 65 68
0 1 2 3 5 63 65 73
0 1 2 3 5 63 65 74
0 1 2 3 5 63 65 75
0 1 2 3 5 63 65 80
0 1 2 3 5 63 65 81
0 1 2 3 5 63 65 82
0 1 2 3 5 63 65 83
0 1 2 3 5 63 65 84
0 1 2 3 5 63 65 89
0 1 2 3 5 63 65 90
0 1 2 3 5 63 65 96
0 1 2 3 5 63 65 97
0 1 2 3 5 63 66 67
0 1 2 3 5 63 66 69
0 1 2 3 5 63 66 73
0 1 2 3 5 63 66 83
0 1 2 3 5 63 66 84
0 1 2 3 5 63 66 86
0 1 2 3 5 63 66 89
0 1 2 3 5 63 66 90
0 1 2 3 5 63 66 96
0 1 2 3 5 63 66 97
0 1 2 3 5 63 67 69
0 1 2 3 5 63 67 70
0 1 2 3 5 63 67 71
0 1 2 3 5 63 67 72
0 1 2 3 5 63 67 73
0 1 2 3 5 63 67 75
0 1 2 3 5 63 67 78
0 1 2 3 5 63 67 79
0 1 2 3 5 63 67 81
0 1 2 3 6 70 71 80
0 1 2 3 6 70 71 84
0 1 2 3 6 70 71 89
0 1 2 3 6 70 71 90
0 1 2 3 6 70 71 91
0 1 2 3 6 70 71 96
0 1 2 3 6 70 71 97
0 1 2 3 6 70 72 74
0 1 2 3 6 70 72 88
0 1 2 3 6 70 72 90
0 1 2 3 6 70 72 97
0 1 2 3 6 70 73 91
0 1 2 3 6 70 74 80
0 1 2 3 6 70 74 89
0 1 2 3 6 70 74 96
0 1 2 3 6 70 76 90
0 1 2 3 6 70 77 90
0 1 2 3 6 70 77 97
0 1 2 3 6 70 78 90
0 1 2 3 6 70 78 97
0 1 2 3 6 70 79 90
0 1 2 3 6 70 79 97
0 1 2 3 6 70 80 83
0 1 2 3 6 70 80 84
0 1 2 3 6 70 80 85
0 1 2 3 6 70 80 86
0 1 2 3 6 70 80 88
0 1 2 3 6 70 80 90
0 1 2 3 6 70 80 91
0 1 2 3 6 70 80 97
0 1 2 3 6 70 82 91
0 1 2 3 6 70 83 84
0 1 2 3 6 70 83 85
0 1 2 3 6 70 83 88
0 1 2 3 6 70 83 89
0 1 2 3 6 70 83 90
0 1 2 3 6 70 83 91
0 1 2 3 6 70 83 96
0 1 2 3 6 70 83 97
0 1 2 3 6 70 84 85
0 1 2 3 6 70 84 86
0 1 2 3 6 70 84 88
0 1 2 3 6 70 84 89
0 1 2 3 6 70 84 90
0 1 2 3 6 70 84 91
0 1 2 3 6 70 84 96
0 1 2 3 6 70 84 97
0 1 2 3 6 70 85 89
0 1 2 3 6 70 85 90
0 1 2 3 6 70 85 96
0 1 2 3 6 70 85 97
0 1 2 3 6 70 86 90
0 1 2 3 6 70 86 91
0 1 2 3 6 70 86 97
0 1 2 3 6 70 88 89
0 1 2 3 6 70 88 90
0 1 2 3 6 70 88 91
0 1 2 3 6 70 88 96
0 1 2 3 6 70 88 97
0 1 2 3 6 70 89 90
0 1 2 3 6 70 89 91
0 1 2 3 6 70 89 97
0 1 2 3 6 70 90 91
0 1 2 3 6 70 90 92
0 1 2 3 6 70 90 94
0 1 2 3 6 70 90 96
0 1 2 3 6 70 90 97
0 1 2 3 6 70 91 96
0 1 2 3 6 70 91 97
0 1 2 3 6 70 92 97
0 1 2 3 6 70 94 97
0 1 2 3 6 70 96 97
0 1 2 3 6 71 74 96
0 1 2 3 6 71 77 97
0 1 2 3 6 71 78 97
0 1 2 3 6 71 79 97
0 1 2 3 6 71 80 87
0 1 2 3 6 71 82 97
0 1 2 3 6 71 83 87
0 1 2 3 6 71 83 96
0 1 2 3 6 71 83 97
0 1 2 3 6 71 84 87
0 1 2 3 6 71 84 96
0 1 2 3 6 71 84 97
0 1 2 3 6 71 85 96
0 1 2 3 6 71 85 97
0 1 2 3 6 71 87 89
0 1 2 3 6 71 87 90
0 1 2 3 6 71 87 91
0 1 2 3 6 71 87 96
0 1 2 3 6 71 87 97
0 1 2 3 6 71 89 96
0 1 2 3 6 71 89 97
0 1 2 3 6 71 90 96
0 1 2 3 6 71 90 97
0 1 2 3 6 71 91 96
0 1 2 3 6 71 91 97
0 1 2 3 6 71 92 97
0 1 2 3 6 71 96 97
0 1 2 3 6 72 74 96
0 1 2 3 9 43 69 90
0 1 2 3 9 43 69 97
0 1 2 3 9 43 71 90
0 1 2 3 9 43 72 90
0 1 2 3 9 43 72 97
0 1 2 3 9 43 73 91
0 1 2 3 9 43 77 90
0 1 2 3 9 43 77 97
0 1 2 3 9 43 78 90
0 1 2 3 9 43 78 97
0 1 2 3 9 43 79 90
0 1 2 3 9 43 79 97
0 1 2 3 9 43 82 91
0 1 2 3 9 43 82 97
0 1 2 3 9 43 83 91
0 1 2 3 9 43 84 90
0 1 2 3 9 43 84 91
0 1 2 3 9 43 84 97
0 1 2 3 9 43 85 90
0 1 2 3 9 43 85 97
0 1 2 3 9 43 86 90
0 1 2 3 9 43 86 97
0 1 2 3 9 43 88 90
0 1 2 3 9 43 89 90
0 1 2 3 9 43 89 91
0 1 2 3 9 43 90 91
0 1 2 3 9 43 90 92
0 1 2 3 9 43 90 97
0 1 2 3 9 43 91 96
0 1 2 3 9 43 91 97
0 1 2 3 9 43 92 97
0 1 2 3 9 44 47 62
0 1 2 3 9 44 47 66
0 1 2 3 9 44 47 90
0 1 2 3 9 44 51 97
0 1 2 3 9 44 61 97
0 1 2 3 9 44 62 70
0 1 2 3 9 44 62 87
0 1 2 3 9 44 62 96
0 1 2 3 9 44 62 97
0 1 2 3 9 44 65 97
0 1 2 3 9 44 66 70
0 1 2 3 9 44 66 87
0 1 2 3 9 44 66 96
0 1 2 3 9 44 66 97
0 1 2 3 9 44 68 97
0 1 2 3 9 44 70 90
0 1 2 3 9 44 72 87
0 1 2 3 9 44 72 97
0 1 2 3 9 44 77 97
0 1 2 3 9 44 78 97
0 1 2 3 9 44 79 97
0 1 2 3 9 44 84 97
0 1 2 3 9 44 85 97
0 1 2 3 9 44 87 90
0 1 2 3 9 44 90 97
0 1 2 3 9 44 91 97
0 1 2 3 9 44 92 97
0 1 2 3 9 44 93 97
0 1 2 3 9 45 47 90
0 1 2 3 9 45 47 97
0 1 2 3 9 45 51 97
0 1 2 3 9 45 57 97
0 1 2 3 9 45 60 97
0 1 2 3 9 45 62 97
0 1 2 3 9 45 65 97
0 1 2 3 9 45 66 97
0 1 2 3 9 45 68 97
0 1 2 3 9 45 77 97
0 1 2 3 9 45 78 97
0 1 2 3 9 45 79 97
0 1 2 3 9 45 83 97
0 1 2 3 9 45 84 97
0 1 2 3 9 45 85 97
